season,round,round_num,team1,seed1,score1,team2,seed2,score2,winner,winner_idx,score_diff
2025,R64,1,Saint Mary's,7.0,59.0,Vanderbilt,10.0,56.0,Saint Mary's,1.0,3.0
2025,R64,1,Alabama,2.0,90.0,Robert Morris,15.0,81.0,Alabama,1.0,9.0
2025,R32,2,Duke,1.0,89.0,Baylor,9.0,66.0,Duke,1.0,23.0
2025,R32,2,Oregon,5.0,83.0,Arizona,4.0,87.0,Arizona,2.0,-4.0
2025,R32,2,BYU,6.0,91.0,Wisconsin,3.0,89.0,BYU,1.0,2.0
2025,R32,2,Saint Mary's,7.0,66.0,Alabama,2.0,80.0,Alabama,2.0,-14.0
2025,S16,3,Duke,1.0,100.0,Arizona,4.0,93.0,Duke,1.0,7.0
2025,S16,3,BYU,6.0,88.0,Alabama,2.0,113.0,Alabama,2.0,-25.0
2025,E8,4,Duke,1.0,85.0,Alabama,2.0,65.0,Duke,1.0,20.0
2025,R64,1,Houston,1.0,78.0,SIU-Edwardsville,16.0,40.0,Houston,1.0,38.0
2025,R64,1,Gonzaga,8.0,89.0,Georgia,9.0,68.0,Gonzaga,1.0,21.0
2025,R64,1,Clemson,5.0,67.0,McNeese,12.0,69.0,McNeese,2.0,-2.0
2025,R64,1,Purdue,4.0,75.0,High Point,13.0,63.0,Purdue,1.0,12.0
2025,R64,1,Illinois,6.0,86.0,Xavier,11.0,73.0,Illinois,1.0,13.0
2025,R64,1,Kentucky,3.0,76.0,Troy,14.0,57.0,Kentucky,1.0,19.0
2025,R64,1,UCLA,7.0,72.0,Utah State,10.0,47.0,UCLA,1.0,25.0
2025,R64,1,Tennessee,2.0,77.0,Wofford,15.0,62.0,Tennessee,1.0,15.0
2025,R32,2,Houston,1.0,81.0,Gonzaga,8.0,76.0,Houston,1.0,5.0
2025,R32,2,McNeese,12.0,62.0,Purdue,4.0,76.0,Purdue,2.0,-14.0
2025,R32,2,Illinois,6.0,75.0,Kentucky,3.0,84.0,Kentucky,2.0,-9.0
2025,R32,2,UCLA,7.0,58.0,Tennessee,2.0,67.0,Tennessee,2.0,-9.0
2025,S16,3,Houston,1.0,62.0,Purdue,4.0,60.0,Houston,1.0,2.0
2025,S16,3,Kentucky,3.0,65.0,Tennessee,2.0,78.0,Tennessee,2.0,-13.0
2025,E8,4,Houston,1.0,69.0,Tennessee,2.0,50.0,Houston,1.0,19.0
2025,R64,1,Auburn,1.0,83.0,Alabama State,16.0,63.0,Auburn,1.0,20.0
2025,R64,1,Louisville,8.0,75.0,Creighton,9.0,89.0,Creighton,2.0,-14.0
2025,R64,1,Michigan,5.0,68.0,UC San Diego,12.0,65.0,Michigan,1.0,3.0
2025,R64,1,Texas A&M,4.0,80.0,Yale,13.0,71.0,Texas A&M,1.0,9.0
2025,R64,1,Ole Miss,6.0,71.0,UNC,11.0,64.0,Ole Miss,1.0,7.0
2025,R64,1,Iowa State,3.0,82.0,Lipscomb,14.0,55.0,Iowa State,1.0,27.0
2025,R64,1,Marquette,7.0,66.0,New Mexico,10.0,75.0,New Mexico,2.0,-9.0
2025,R64,1,Michigan State,2.0,87.0,Bryant,15.0,62.0,Michigan State,1.0,25.0
2025,R32,2,Auburn,1.0,82.0,Creighton,9.0,70.0,Auburn,1.0,12.0
2025,R32,2,Michigan,5.0,91.0,Texas A&M,4.0,79.0,Michigan,1.0,12.0
2025,R32,2,Ole Miss,6.0,91.0,Iowa State,3.0,78.0,Ole Miss,1.0,13.0
2025,R32,2,New Mexico,10.0,63.0,Michigan State,2.0,71.0,Michigan State,2.0,-8.0
2025,S16,3,Auburn,1.0,78.0,Michigan,5.0,65.0,Auburn,1.0,13.0
2025,S16,3,Ole Miss,6.0,70.0,Michigan State,2.0,73.0,Michigan State,2.0,-3.0
2025,E8,4,Auburn,1.0,70.0,Michigan State,2.0,64.0,Auburn,1.0,6.0
2025,R64,1,Florida,1.0,95.0,Norfolk State,16.0,69.0,Florida,1.0,26.0
2025,R64,1,UConn,8.0,67.0,Oklahoma,9.0,59.0,UConn,1.0,8.0
2025,R64,1,Memphis,5.0,70.0,Colorado State,12.0,78.0,Colorado State,2.0,-8.0
2025,R64,1,Maryland,4.0,81.0,Grand Canyon,13.0,49.0,Maryland,1.0,32.0
2025,R64,1,Missouri,6.0,57.0,Drake,11.0,67.0,Drake,2.0,-10.0
2025,R64,1,Texas Tech,3.0,82.0,UNC Wilmington,14.0,72.0,Texas Tech,1.0,10.0
2025,R64,1,Kansas,7.0,72.0,Arkansas,10.0,79.0,Arkansas,2.0,-7.0
2025,R64,1,St. John's (NY),2.0,83.0,Omaha,15.0,53.0,St. John's (NY),1.0,30.0
2025,R32,2,Florida,1.0,77.0,UConn,8.0,75.0,Florida,1.0,2.0
2025,R32,2,Colorado State,12.0,71.0,Maryland,4.0,72.0,Maryland,2.0,-1.0
2025,R32,2,Drake,11.0,64.0,Texas Tech,3.0,77.0,Texas Tech,2.0,-13.0
2025,R32,2,Arkansas,10.0,75.0,St. John's (NY),2.0,66.0,Arkansas,1.0,9.0
2025,S16,3,Florida,1.0,87.0,Maryland,4.0,71.0,Florida,1.0,16.0
2025,S16,3,Texas Tech,3.0,85.0,Arkansas,10.0,83.0,Texas Tech,1.0,2.0
2025,E8,4,Florida,1.0,84.0,Texas Tech,3.0,79.0,Florida,1.0,5.0
2025,F4,5,Duke,1.0,67.0,Houston,1.0,70.0,Houston,2.0,-3.0
2025,F4,5,Auburn,1.0,73.0,Florida,1.0,79.0,Florida,2.0,-6.0
2025,Championship,6,Houston,1.0,63.0,Florida,1.0,65.0,Florida,2.0,-2.0
